category,sku,ean,price,primary_image_url,currency,link,time,title,availability,desc
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:274973,ean:8806086742818,"SG$30,.08",http://i1.expansys.com/img/b/274973/samsung-s-view-cover-for-samsung-galaxy-s6.jpg,SGD,http://www.expansys.com.sg/samsung-s-view-cover-for-samsung-galaxy-s6-fabric-blue-274973/,11:19:04.095000,Samsung S-View Cover for Samsung Galaxy S6 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:274966,ean:8806086646789,"SG$30,.08",http://i2.expansys.com/img/b/274966/samsung-s-view-cover-for-samsung-galaxy-s6.jpg,SGD,http://www.expansys.com.sg/samsung-s-view-cover-for-samsung-galaxy-s6-fabric-yellow-274966/,11:19:04.542000,Samsung S-View Cover for Samsung Galaxy S6 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:275683,ean:0849420001354,"SG$73,.19",http://i1.expansys.com/img/b/275683/boostcase-hybrid-power-case-2700-mah-for-iphone-6.jpg,SGD,http://www.expansys.com.sg/boostcase-hybrid-power-case-2700-mah-for-iphone-6-gold-275683/,11:19:05.258000,BOOSTCASE Hybrid Power Case 2700 mAh for iPhone 6 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:275606,ean:619659123802,"SG$35,.99",http://i2.expansys.com/img/b/275606/sandisk-ultra-dual-usb-drive-30.jpg,SGD,http://www.expansys.com.sg/sandisk-ultra-dual-usb-drive-30-64gb-for-android-275606/,11:19:05.296000,SanDisk Ultra Dual USB Drive 3.0 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276399,ean:4894522016924,"SG$16,.99",http://i2.expansys.com/img/b/276399/melkco-leather-case-for-htc-one-m9.jpg,SGD,http://www.expansys.com.sg/melkco-leather-case-for-htc-one-m9-book-type-with-card-slot-green-276399/,11:19:05.496000,melkco Leather Case for HTC One M9 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:274965,ean:8806086646666,"SG$31,.91",http://i2.expansys.com/img/b/274965/samsung-s-view-cover-for-samsung-galaxy-s6.jpg,SGD,http://www.expansys.com.sg/samsung-s-view-cover-for-samsung-galaxy-s6-fabric-silver-274965/,11:19:05.627000,Samsung S-View Cover for Samsung Galaxy S6 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276254,ean:5055887322832,"SG$15,.99",http://i1.expansys.com/img/b/276254/pdair-leather-case-for-sony-xperia-e4-dual.jpg,SGD,http://www.expansys.com.sg/pdair-leather-case-for-sony-xperia-e4-dual-book-type-black-276254/,11:19:06.544000,PDair Leather Case for Sony Xperia E4 Dual ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276395,ean:4894522016849,"SG$16,.99",http://i2.expansys.com/img/b/276395/melkco-leather-case-for-sony-xperia-z4.jpg,SGD,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z4-book-type-with-card-slot-dark-blue-276395/,11:19:06.644000,melkco Leather Case for Sony Xperia Z3+/Z4 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276441,ean:4894522016900,"SG$8,.49",http://i1.expansys.com/img/b/276441/melkco-leather-snap-cover-for-sony-xperia-z4.jpg,SGD,http://www.expansys.com.sg/melkco-leather-snap-cover-for-sony-xperia-z4-green-276441/,11:19:06.775000,melkco Leather Snap Cover for Sony Xperia Z3+/Z4 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276267,ean:5055887323440,"SG$25,.99",http://i2.expansys.com/img/b/276267/pdair-deluxe-leather-case-for-samsung-galaxy-e7.jpg,SGD,http://www.expansys.com.sg/pdair-deluxe-leather-case-for-samsung-galaxy-e7-vertical-pouch-type-black-276267/,11:19:06.845000,PDair Leather Case for Samsung Galaxy E7 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276257,ean:4894362974590,"SG$19,.99",http://i2.expansys.com/img/b/276257/pdair-leather-case-for-sony-xperia-e4-dual.jpg,SGD,http://www.expansys.com.sg/pdair-leather-case-for-sony-xperia-e4-dual-vertical-pouch-type-black-276257/,11:19:06.914000,PDair Leather Case for Sony Xperia E4 Dual ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276440,ean:4894522016894,"SG$8,.49",http://i1.expansys.com/img/b/276440/melkco-leather-snap-cover-for-sony-xperia-z4.jpg,SGD,http://www.expansys.com.sg/melkco-leather-snap-cover-for-sony-xperia-z4-purple-276440/,11:19:07.092000,melkco Leather Snap Cover for Sony Xperia Z3+/Z4 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:275775,ean:4627080310810,"SG$27,.00",http://i2.expansys.com/img/b/275775/yotaphone-2-bumper-ydb101t.jpg,SGD,http://www.expansys.com.sg/yotaphone-2-bumper-ydb101t-turquoise-275775/,11:19:07.979000,YOTAPHONE 2 Bumper YDB101t ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:279065,ean:5055887320012,"SG$13,.99",http://i2.expansys.com/img/b/279065/at-screen-guard-for-htc-one-m9-plus.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-htc-one-m9-plus-anti-fingerprint-crystal-clear-279065/,11:19:08.417000,AT Screen Guard for HTC One M9+ / ME ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:276195,ean:5055887318507,"SG$1,.49",http://i2.expansys.com/img/b/276195/at-screen-guard-for-samsung-s6-edge.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-samsung-s6-edge-crystal-clear-front-276195/,11:19:08.779000,AT Screen Guard for Samsung S6 Edge ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:275774,ean:4627080310827,"SG$27,.00",http://i1.expansys.com/img/b/275774/yotaphone-2-bumper-ydb101p.jpg,SGD,http://www.expansys.com.sg/yotaphone-2-bumper-ydb101p-purple-275774/,11:19:08.817000,YOTAPHONE 2 Bumper YDB101p ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276262,ean:5055887322528,"SG$10,.48",http://i1.expansys.com/img/b/276262/pdair-deluxe-leather-case-for-samsung-galaxy-e7.jpg,SGD,http://www.expansys.com.sg/pdair-deluxe-leather-case-for-samsung-galaxy-e7-flip-type-black-276262/,11:19:08.879000,PDair Deluxe Leather Case for Samsung Galaxy E7 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:278926,ean:5060280968297,"SG$14,.99",http://i2.expansys.com/img/b/278926/jcb-screen-protector-for-iphone-6-plus.jpg,SGD,http://www.expansys.com.sg/jcb-screen-protector-for-iphone-6-plus-278926/,11:19:09.817000,JCB Screen Protector for iPhone 6 Plus,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:278958,ean:7311271508854,"SG$54,.99",http://i2.expansys.com/img/b/278958/sony-micro-usb-charging-dock-dk52.jpg,SGD,http://www.expansys.com.sg/sony-micro-usb-charging-dock-dk52-black-278958/,11:19:10.065000,Sony Micro USB Charging Dock DK52 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:278550,ean:5055887319382,"SG$3,.49",http://i1.expansys.com/img/b/278550/at-screen-guard-for-lg-g4.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-lg-g4-anti-fingerprint-crystal-clear-278550/,11:19:10.249000,AT Screen Guard  for LG G4 ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:278379,ean:4712900036879,"SG$34,.99",http://i2.expansys.com/img/b/278379/asus-zenpower-power-bank-abtu005.jpg,SGD,http://www.expansys.com.sg/asus-zenpower-power-bank-abtu005-10050mah-gold-278379/,11:19:10.580000,ASUS ZenPower Power Bank ABTU005 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:276930,ean:0799439437814,"SG$14,.99",http://i1.expansys.com/img/b/276930/roxfit-anti-fingerprint-screen-protector-kit.jpg,SGD,http://www.expansys.com.sg/roxfit-anti-fingerprint-screen-protector-kit-for-xperia-e4g-2-pack-276930/,11:19:11.265000,Roxfit Anti-Fingerprint Screen Protector Kit ,,
"Home,Mobile Phones,Phone Accessories,Power – Car & Air Chargers",sku:278196,ean:8806086927079,"SG$72,.99",http://i2.expansys.com/img/b/278196/samsung-external-battery-pack.jpg,SGD,http://www.expansys.com.sg/samsung-external-battery-pack-rose-gold-5200mah-278196/,11:19:11.303000,Samsung External Battery Pack ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276247,ean:5055887323433,"SG$21,.99",http://i2.expansys.com/img/b/276247/pdair-leather-case-for-sony-xperia-e4-dual.jpg,SGD,http://www.expansys.com.sg/pdair-leather-case-for-sony-xperia-e4-dual-flip-type-black-276247/,11:19:12.103000,PDair Leather Case for Sony Xperia E4 Dual ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276857,ean:0799439437616,"SG$35,.99",http://i2.expansys.com/img/b/276857/roxfit-book-case-for-sony-xperia-e4g.jpg,SGD,http://www.expansys.com.sg/roxfit-book-case-for-sony-xperia-e4g-white-276857/,11:19:12.282000,Roxfit Book Case for Xperia E4g ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276786,ean:8806084976116,"SG$44,.99",http://i2.expansys.com/img/b/276786/lg-quickcircle-snap-on-case-for-lg-g4c.jpg,SGD,http://www.expansys.com.sg/lg-quickcircle-snap-on-case-for-lg-g4c-white-276786/,11:19:12.620000,LG QuickCircle Snap On Case for LG G4C ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276470,ean:4894222039797,"SG$3,.99",http://i1.expansys.com/img/b/276470/momax-slim-fit-tpu-case-for-samsung-galaxy-s6.jpg,SGD,http://www.expansys.com.sg/momax-slim-fit-tpu-case-for-samsung-galaxy-s6-black-276470/,11:19:12.666000,Momax Slim-Fit TPU  Case for Samsung Galaxy S6 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276921,ean:0799439437890,"SG$28,.99",http://i1.expansys.com/img/b/276921/roxfit-gel-shell-slim-for-sony-xperia-m4-aqua.jpg,SGD,http://www.expansys.com.sg/roxfit-gel-shell-slim-for-sony-xperia-m4-aqua-silver-276921/,11:19:12.704000,Roxfit Gel Shell Slim for Xperia M4 Aqua ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:276872,ean:0799439437739,"SG$28,.99",http://i1.expansys.com/img/b/276872/roxfit-gel-shell-slim-for-sony-xperia-e4.jpg,SGD,http://www.expansys.com.sg/roxfit-gel-shell-slim-for-sony-xperia-e4-white-276872/,11:19:12.966000,Roxfit Gel Shell Slim for Xperia E4 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:278894,ean:5060280967801,"SG$30,.99",http://i1.expansys.com/img/b/278894/jcb-protective-case-for-iphone-6-plus.jpg,SGD,http://www.expansys.com.sg/jcb-protective-case-for-iphone-6-plus-yellow-black-278894/,11:19:13.204000,JCB Protective case for iPhone 6 Plus ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282107,ean:8886450701948,"SG$9,.49",http://i2.expansys.com/img/b/282107/strontium-microsdhc-card-with-adapter.jpg,SGD,http://www.expansys.com.sg/strontium-microsdhc-card-with-adapter-16gb-class-10-282107/,11:19:13.420000,Strontium MicroSDHC Card with Adapter ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:275762,ean:6907384042647,"SG$31,.99",http://i1.expansys.com/img/b/275762/nokia-flip-shell-for-lumia-640-with-card-holder.jpg,SGD,http://www.expansys.com.sg/nokia-flip-shell-for-lumia-640-with-card-holder-cyan-cc-3089-275762/,11:19:13.751000,Nokia Flip Shell for Lumia 640 - with card holder ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282106,ean:8886450703645,"SG$6,.49",http://i2.expansys.com/img/b/282106/strontium-microsdhc-card-with-adapter.jpg,SGD,http://www.expansys.com.sg/strontium-microsdhc-card-with-adapter-8gb-class-6-282106/,11:19:13.782000,Strontium MicroSDHC Card with Adapter ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282101,ean:8886450705465,"SG$37,.99",http://i1.expansys.com/img/b/282101/strontium-nitro-plus-otg-usb3-0-flash-drive.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-otg-usb3-0-flash-drive-64gb-r130w100-mb-s-282101/,11:19:14.768000,Strontium NITRO PLUS OTG USB 3.0 Flash Drive ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:281171,ean:6941921143329,"SG$54,.99",http://i1.expansys.com/img/b/281171/pearl-compact-mirror-usb-rechargeable-battery-pack.jpg,SGD,http://www.expansys.com.sg/pearl-compact-mirror-usb-rechargeable-battery-pack-3000mah-gold-281171/,11:19:14.837000,Pearl Compact Mirror & USB Rechargeable Battery Pack ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282110,ean:8886450705526,"SG$10,.99",http://i1.expansys.com/img/b/282110/strontium-nitro-microsdhc-card.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdhc-card-16gb-65mb-s-class-10-uhs-i-282110/,11:19:15.153000,Strontium NITRO 433X MicroSDHC Card ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:281184,ean:5055887321378,"SG$13,.99",http://i1.expansys.com/img/b/281184/at-screen-guard-for-moto-g-3rd-xt1541.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-moto-g-3rd-xt1541-anti-fingerprint-crystal-clear-281184/,11:19:15.238000,AT Screen Guard for Moto G 3rd XT1541 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282108,ean:8886450702013,"SG$15,.99",http://i2.expansys.com/img/b/282108/strontium-microsdhc-card-with-adapter.jpg,SGD,http://www.expansys.com.sg/strontium-microsdhc-card-with-adapter-32gb-class-10-282108/,11:19:15.306000,Strontium MicroSDHC Card with Adapter ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282096,ean:8886450705038,"SG$19,.99",http://i2.expansys.com/img/b/282096/strontium-nitro-otg-usb2-0-flash-drive.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-otg-usb2-0-flash-drive-32gb-r15w5-mb-s-for-tablets-smartphones-282096/,11:19:15.407000,Strontium NITRO OTG USB Flash Drive ,,
"Home,Mobile Phones,Phone Accessories,Accessory Packs",sku:280707,ean:8806088020228,"SG$118,.99",http://i2.expansys.com/img/b/280707/samsung-power-cover-for-samsung-galaxy-s6-edge.jpg,SGD,http://www.expansys.com.sg/samsung-power-cover-for-samsung-galaxy-s6-edge-silver-280707/,11:19:15.538000,Samsung Power Cover for Samsung Galaxy S6 edge+ ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:275760,ean:6907384042623,"SG$31,.99",http://i1.expansys.com/img/b/275760/nokia-flip-shell-for-lumia-640-with-card-holder.jpg,SGD,http://www.expansys.com.sg/nokia-flip-shell-for-lumia-640-with-card-holder-orange-cc-3089-275760/,11:19:15.907000,Nokia Flip Shell for Lumia 640 - with card holder ,,
"Home,Mobile Phones,Phone Accessories,Speakers",sku:279870,ean:4897069510078,"SG$18,.05",http://i1.expansys.com/img/b/279870/innodoo-bob-flexible-suction-cup-bluetooth-speaker.jpg,SGD,http://www.expansys.com.sg/innodoo-bob-flexible-suction-cup-bluetooth-speaker-white-279870/,11:19:16.286000,Innodoo Bob Flexible Suction Cup Bluetooth Speaker ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282129,ean:8886450705236,"SG$130,.99",http://i2.expansys.com/img/b/282129/strontium-nitro-plus-sdxc-card.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-sdxc-card-128gb-uhs-1-u3-class-10-up-to-80mb-s-282129/,11:19:17.026000,Strontium NITRO PLUS SDXC Card ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:279500,ean:7311271508366,"SG$71,.99",http://i1.expansys.com/img/b/279500/sony-style-cover-window-scr30-for-sony-z3.jpg,SGD,http://www.expansys.com.sg/sony-style-cover-window-scr30-for-sony-z3-aqua-green-279500/,11:19:17.073000,Sony Style Cover Window SCR30 for Sony Z3+ ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:280835,ean:5055887320876,"SG$13,.99",http://i2.expansys.com/img/b/280835/at-screen-guard-for-samsung-galaxy-a8-a8000.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-a8-a8000-anti-fingerprint-crystal-clear-280835/,11:19:17.158000,AT Screen Guard for Samsung Galaxy A8 ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:280700,ean:8801643000028,"SG$45,.99",http://i1.expansys.com/img/b/280700/samsung-s-view-cover-for-samsung-galaxy-s6-edge.jpg,SGD,http://www.expansys.com.sg/samsung-s-view-cover-for-samsung-galaxy-s6-edge-silver-280700/,11:19:17.211000,Samsung S-View Cover for Samsung Galaxy S6 edge+ ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282724,ean:8886450705632,"SG$72,.99",http://i1.expansys.com/img/b/282724/strontium-nitro-plus-otg-usb3-0-flash-drive.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-otg-usb3-0-flash-drive-128gb-r130w65-mb-s-282724/,11:19:17.258000,Strontium NITRO PLUS OTG USB 3.0 Flash Drive ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:280163,ean:6947681525245,"SG$36,.99",http://i1.expansys.com/img/b/280163/motorola-flip-shell-for-motorola-moto-g-3rd-gen.jpg,SGD,http://www.expansys.com.sg/motorola-flip-shell-for-motorola-moto-g-3rd-gen-raspberry-280163/,11:19:17.411000,Motorola Flip Shell for Motorola Moto G 3rd Gen ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282726,ean:8886450705618,"SG$108,.99",http://i2.expansys.com/img/b/282726/strontium-nitro-microsdhc-card-with-otg-card-reader.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdhc-card-with-otg-card-reader-128gb-u1-r70mb-s-282726/,11:19:17.612000,Strontium NITRO 466X MicroSDHC Card + OTG Card Reader ,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:282269,ean:7311271531739,"SG$53,.99",http://i2.expansys.com/img/b/282269/sony-smart-style-up-cover-scr42-for-xperia-z5.jpg,SGD,http://www.expansys.com.sg/sony-smart-style-up-cover-scr42-for-xperia-z5-green-282269/,11:19:17.727000,Sony Smart Style-Up Cover SCR42  for Xperia Z5/Z5 Dual ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282127,ean:8886450705229,"SG$72,.99",http://i2.expansys.com/img/b/282127/strontium-nitro-plus-sdxc-card.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-sdxc-card-64gb-uhs-1-u3-class-10-up-to-95mb-s-282127/,11:19:17.774000,Strontium NITRO PLUS SDXC Card ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282122,ean:8886450705083,"SG$39,.99",http://i1.expansys.com/img/b/282122/strontium-nitro-plus-microsdhc-card-w-adaptor-card-reader.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-microsdhc-card-w-adaptor-card-reader-32gb-class-10-u3-r95w85mb-s-282122/,11:19:18.528000,Strontium NITRO PLUS MicroSDHC Card 3-in-1 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282113,ean:8886450705007,"SG$12,.99",http://i1.expansys.com/img/b/282113/strontium-nitro-microsdhc-uhs-1-card-3-in-1-mobility-kit.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdhc-uhs-1-card-3-in-1-mobility-kit-16gb-r65mb-s-for-tablets-smartphones-282113/,11:19:18.575000,Strontium NITRO 433X MicroSDHC Card 3-in-1 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282121,ean:8886450705076,"SG$23,.99",http://i1.expansys.com/img/b/282121/strontium-nitro-plus-microsdhc-card-w-adaptor-card-reader.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-microsdhc-card-w-adaptor-card-reader-16gb-class-10-u3-r95w65mb-s-282121/,11:19:18.929000,Strontium NITRO PLUS MicroSDHC Card 3-in-1 ,,
Home,sku:282120,ean:8886450704901,"SG$37,.99",http://i1.expansys.com/img/b/282120/strontium-nitro-sdxc-card.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-sdxc-card-64gb-85mb-s-class-10-uhs-i-282120/,11:19:18.992000,Strontium NITRO 566X SDXC Card ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282114,ean:8886450705014,"SG$19,.99",http://i1.expansys.com/img/b/282114/strontium-nitro-microsdhc-uhs-1-card-3-in-1-mobility-kit.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdhc-uhs-1-card-3-in-1-mobility-kit-32gb-r70mb-s-for-tablets-smartphones-282114/,11:19:19.092000,Strontium NITRO 466X MicroSDHC Card 3-in-1 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282116,ean:8886450705366,"SG$106,.99",http://i2.expansys.com/img/b/282116/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit-128gb-r70mb-s-for-tablets-smartphones-282116/,11:19:19.261000,Strontium NITRO 466X MicroSDXC Card 3-in-1 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282112,ean:8886450705540,"SG$35,.99",http://i1.expansys.com/img/b/282112/strontium-nitro-microsdxc-card.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdxc-card-64gb-85mb-s-class-10-uhs-i-282112/,11:19:19.614000,Strontium NITRO 566X MicroSDXC Card ,,
"Home,Mobile Phones,Phone Accessories,Repairs & Spare Parts",sku:203441,ean:5055147556861,"SG$92,.10",http://i1.expansys.com/img/b/203441/parrot-music-cable.jpg,SGD,http://www.expansys.com.sg/parrot-music-cable-for-mki-bluetooth-hands-free-car-kits-203441/,11:19:21.031000,Parrot Music cable ,,
"Home,Mobile Phones,Phone Accessories,Power – AC Adaptors",sku:205639,ean:5055887304326,"SG$24,.99",http://i2.expansys.com/img/b/205639/htc-desire-new-slim-design-ac-adapter-tc-e250.jpg,SGD,http://www.expansys.com.sg/htc-desire-new-slim-design-ac-adapter-tc-e250-with-eu-plug-unit+micro-usb-cable-5v-1a-205639/,11:19:21.332000,HTC Desire New Slim Design AC Adapter TC E250 ,,
"Home,Mobile Phones,Phone Accessories,Memory & Storage",sku:282115,ean:8886450705021,"SG$37,.99",http://i2.expansys.com/img/b/282115/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit-64gb-r85mb-s-for-tablets-smartphones-282115/,11:19:21.494000,Strontium NITRO 566X MicroSDXC Card 3-in-1 ,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:199493,ean:5055147556984,"SG$10,.99",http://i1.expansys.com/img/b/199493/expansys-usb-cradle-for-htc-desire.jpg,SGD,http://www.expansys.com.sg/expansys-usb-cradle-for-htc-desire-199493/,11:19:21.615000,EXPANSYS USB Cradle for HTC Desire,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:199373,,"SG$3,.65",http://i1.expansys.com/img/b/199373/kidigi-blackberry-9550-car-mount-cradle-with-handsfree.jpg,SGD,http://www.expansys.com.sg/kidigi-blackberry-9550-car-mount-cradle-with-handsfree-199373/,11:19:21.711000,EXPANSYS BlackBerry 9550 car Mount Cradle With Handsfree,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:199355,,"SG$3,.65",http://i2.expansys.com/img/b/199355/kidigi-htc-tattoo-car-mount-cradle.jpg,SGD,http://www.expansys.com.sg/kidigi-htc-tattoo-car-mount-cradle-199355/,11:19:21.748000,EXPANSYS HTC Tattoo Car Mount Cradle,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:199356,,"SG$3,.65",http://i2.expansys.com/img/b/199356/kidigi-htc-touch-2-car-mount-cradle.jpg,SGD,http://www.expansys.com.sg/kidigi-htc-touch-2-car-mount-cradle-199356/,11:19:22.366000,EXPANSYS HTC Touch 2 Car Mount Cradle,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:172794,ean:5055147547463,"SG$1,.99",http://i1.expansys.com/img/b/172794/martin-fields-screen-protector-for-blackberry-bold-9000.jpg,SGD,http://www.expansys.com.sg/martin-fields-screen-protector-for-blackberry-bold-9000-single-pack-172794/,11:19:22.867000,Martin Fields Screen Protector for BlackBerry Bold 9000 ,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:198471,ean:5055147560202,"SG$29,.99",http://i1.expansys.com/img/b/198471/expansys-deluxe-usb-cradle-for-htc-legend.jpg,SGD,http://www.expansys.com.sg/expansys-deluxe-usb-cradle-for-htc-legend-eu-198471/,11:19:22.921000,EXPANSYS Deluxe USB Cradle for HTC Legend ,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:199344,,"SG$3,.65",http://i1.expansys.com/img/b/199344/kidigi-blackberry-9550-car-mount-cradle.jpg,SGD,http://www.expansys.com.sg/kidigi-blackberry-9550-car-mount-cradle-199344/,11:19:23.483000,EXPANSYS BlackBerry 9550 Car Mount Cradle,,
"Home,Mobile Phones,Phone Accessories,Cases & Covers",sku:196799,,"SG$3,.65",http://i2.expansys.com/img/b/196799/expansys-leather-case-for-htc-google-nexus-one.jpg,SGD,http://www.expansys.com.sg/expansys-leather-case-for-htc-google-nexus-one-flip-type-196799/,11:19:23.622000,EXPANSYS Leather Case for HTC Google Nexus One ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:285465,ean:6954176809483,"SG$26,.99",http://i2.expansys.com/img/b/285465/xiaomi-mi-charger-power-bank.jpg,SGD,http://www.expansys.com.sg/xiaomi-mi-charger-power-bank-10000mah-silver-285465/,11:19:23.869000,Xiaomi MI Charger Power Bank ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:202433,ean:5055147563128,"SG$1,.99",http://i1.expansys.com/img/b/202433/expansys-stylish-usb-cradle-battery-charger-for-htc-desire.jpg,SGD,http://www.expansys.com.sg/expansys-stylish-usb-cradle+battery-charger-for-htc-desire-eu-202433/,11:19:24.223000,EXPANSYS Stylish USB Cradle+Battery Charger for HTC Desire ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:284545,,"SG$30,.78",http://i2.expansys.com/img/b/284545/b-stock-blackberry-m-s1-battery-for-bold-9000-9700-9780.jpg,SGD,http://www.expansys.com.sg/b-stock-blackberry-m-s1-battery-for-bold-9000-9700-9780-1550-mah-open-box-284545/,11:19:24.370000,B-Stock BlackBerry M-S1 Battery for Bold 9000/9700/9780 ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:284554,,"SG$25,.37",http://i1.expansys.com/img/b/284554/b-stock-samsung-battery-for-samsung-galaxy-note-4-n910u.jpg,SGD,http://www.expansys.com.sg/b-stock-samsung-battery-for-samsung-galaxy-note-4-n910u-3220mah-open-box-284554/,11:19:24.702000,B-Stock Samsung Battery for Samsung Galaxy Note 4 (N910U) ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:232989,ean:5055147591909,"SG$1,.82",http://i2.expansys.com/img/b/232989/momax-clear-screen-protector-for-galaxy-s-iii-i9300.jpg,SGD,http://www.expansys.com.sg/momax-clear-screen-protector-for-galaxy-s-iii-i9300-232989/,11:19:25.157000,Momax Clear Screen Protector for Galaxy S III I9300,,
