category,sku,ean,price,primary_image_url,currency,link,time,title,availability,desc
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:278980,ean:646422104737,"SG$53,.05",http://i1.expansys.com/img/b/278980/maroo-woodland-pu-leather-wool-sleeve-for-surface-pro-3.jpg,SGD,http://www.expansys.com.sg/maroo-woodland-pu-leather-wool-sleeve-for-surface-pro-3-brown-278980/,11:15:14.600000,Maroo Woodland PU Leather/Wool Sleeve for Surface Pro 3 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:269968,ean:0840275108090,"SG$44,.99",http://i2.expansys.com/img/b/269968/poetic-revolution-rugged-hybrid-case-for-lg-g-pad-70.jpg,SGD,http://www.expansys.com.sg/poetic-revolution-rugged-hybrid-case-for-lg-g-pad-70-black-269968/,11:15:14.700000,Poetic Revolution Rugged Hybrid Case for LG G Pad 7.0 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:270042,,"SG$1,.60",http://i1.expansys.com/img/b/270042/google-nexus-7-case-2013.jpg,SGD,http://www.expansys.com.sg/google-nexus-7-case-2013-black-270042/,11:15:14.747000,Google Nexus 7 Case (2013) ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Screen Protectors",sku:275226,ean:7311271525479,"SG$17,.99",http://i2.expansys.com/img/b/275226/sony-screen-protector-for-sony-xperia-z4-tablet.jpg,SGD,http://www.expansys.com.sg/sony-screen-protector-for-sony-xperia-z4-tablet-275226/,11:15:14.770000,Sony Screen Protector for Sony Xperia Z4 Tablet,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:267465,ean:5055887309901,"SG$2,.49",http://i2.expansys.com/img/b/267465/at-screen-guard-for-google-nexus-7-2012.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-google-nexus-7-2012-crystal-clear-267465/,11:15:14.816000,AT Screen Guard for Google Nexus 7 (2012) ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:269969,ean:0840275107994,"SG$26,.99",http://i2.expansys.com/img/b/269969/poetic-turtle-skin-case-for-lg-g-pad-70.jpg,SGD,http://www.expansys.com.sg/poetic-turtle-skin-case-for-lg-g-pad-70-black-269969/,11:15:14.867000,Poetic Turtle Skin Case for LG G Pad 7.0 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Keyboards",sku:267088,ean:8806086339803,"SG$149,.99",http://i2.expansys.com/img/b/267088/samsung-bluetooth-keyboard-for-samsung-galaxy-tab-s-10-5.jpg,SGD,http://www.expansys.com.sg/samsung-bluetooth-keyboard-for-samsung-galaxy-tab-s-10-5-qwerty-white-267088/,11:15:14.901000,Samsung Bluetooth Keyboard for Samsung Galaxy Tab S 10.5 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Screen Protectors",sku:258638,ean:8806085859937,"SG$31,.91",http://i2.expansys.com/img/b/258638/samsung-screen-protector-for-samsung-galaxy-notepro-12-2.jpg,SGD,http://www.expansys.com.sg/samsung-screen-protector-for-samsung-galaxy-notepro-12-2-258638/,11:15:15.070000,Samsung Screen Protector for Samsung Galaxy NotePRO 12.2,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:262742,ean:8806086316156,"SG$105,.99",http://i1.expansys.com/img/b/262742/samsung-book-cover-for-samsung-galaxy-tab-s84.jpg,SGD,http://www.expansys.com.sg/samsung-book-cover-for-samsung-galaxy-tab-s84-charcoal-black-262742/,11:15:15.170000,Samsung Book Cover for Samsung Galaxy Tab S 8.4 ,,
Home,sku:283777,,"SG$454,.99",http://i2.expansys.com/img/b/283777/monster-adidas-originals-over-ear-headphones.jpg,SGD,http://www.expansys.com.sg/monster-adidas-originals-over-ear-headphones-black-283777/,11:15:15.217000,Monster x adidas Originals Over-Ear Headphones ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:256031,ean:5055887307570,"SG$16,.99",http://i1.expansys.com/img/b/256031/at-screen-guard-for-ipad-mini-retina-ipad-mini.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-ipad-mini-retina-ipad-mini-anti-fingerprint-crystal-clear-256031/,11:15:15.249000,AT Screen Guard for iPad mini/mini 2/mini 3 ,,
"Home,Mobile Phones,Phone Accessories,Power – Car & Air Chargers",sku:272618,,"SG$21,.99",http://i2.expansys.com/img/b/272618/veho-usb-charger-for-muvi.jpg,SGD,http://www.expansys.com.sg/veho-usb-charger-for-muvi-272618/,11:15:15.318000,Veho Multi Regional USB Adapter,,
"Home,Tablet PCs & iPads,Tablet Accessories,Screen Protectors",sku:259692,ean:5055887306122,"SG$32,.99",http://i1.expansys.com/img/b/259692/samsung-screen-protector-for-samsung-galaxy-tabpro-12-2.jpg,SGD,http://www.expansys.com.sg/samsung-screen-protector-for-samsung-galaxy-tabpro-12-2-259692/,11:15:15.349000,Samsung Screen Protector for Samsung Galaxy TabPRO 12.2,,
"Home,Mobile Phones,Phone Accessories,Power – AC Adaptors",sku:274431,ean:4894222038493,"SG$53,.99",http://i1.expansys.com/img/b/274431/momax-u-bull-5-port-usb-charger-um5s.jpg,SGD,http://www.expansys.com.sg/momax-u-bull-5-port-usb-charger-um5s-white-274431/,11:15:15.387000,Momax U.BULL 5-Port USB Charger UM5S ,,
"Home,Mobile Phones,Phone Accessories,Cradles & Docking Stations",sku:265842,ean:7311271478584,"SG$54,.99",http://i1.expansys.com/img/b/265842/sony-ps4-game-control-mount-gcm10.jpg,SGD,http://www.expansys.com.sg/sony-ps4-game-control-mount-gcm10-265842/,11:15:15.418000,Sony PS4 Game Control Mount GCM10,,
"Home,Smart home,Home Cinema,Streaming Media Players",sku:266448,ean:4710474911448,"SG$46,.63",http://i2.expansys.com/img/b/266448/innerexile-minidp-to-hdmi-adapter-4k.jpg,SGD,http://www.expansys.com.sg/innerexile-minidp-to-hdmi-adapter-4k-arc-silver-266448/,11:15:15.572000,innerexile MiniDP to HDMI adapter (4K) ,,
"Home,Mobile Phones,Phone Accessories,Cables",sku:270495,ean:8588005545037,"SG$21,.99",http://i2.expansys.com/img/b/270495/expansys-micro-usb.jpg,SGD,http://www.expansys.com.sg/expansys-micro-usb-270495/,11:15:15.618000,CulCharge Micro USB,,
"Home,Tablet PCs & iPads,Tablet Accessories",sku:266743,ean:5055887314325,"SG$25,.99",http://i1.expansys.com/img/b/266743/innerexile-lucid-keyboard-protector-for-macbook-air-11.jpg,SGD,http://www.expansys.com.sg/innerexile-lucid-keyboard-protector-for-macbook-air-11-266743/,11:15:15.688000,"innerexile Lucid Keyboard protector for Macbook Air 11""",,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:266723,ean:4710474911288,"SG$42,.39",http://i1.expansys.com/img/b/266723/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini.jpg,SGD,http://www.expansys.com.sg/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini-black-266723/,11:15:15.750000,innerexile Zamothrace Z-design Smart Case ,,
"Home,Tablet PCs & iPads,Tablet Accessories",sku:266731,ean:4710474911165,"SG$35,.99",http://i1.expansys.com/img/b/266731/innerexile-zura-palm-rest-protector-for-macbook-air-13.jpg,SGD,http://www.expansys.com.sg/innerexile-zura-palm-rest-protector-for-macbook-air-13-wood-veneer-266731/,11:15:15.788000,"innerexile Zura palm rest protector for Macbook Air 13"" ",,
"Home,Smart home,Home Cinema,Streaming Media Players",sku:266449,ean:4710474911509,"SG$46,.63",http://i2.expansys.com/img/b/266449/innerexile-minidp-to-hdmi-adapter-4k.jpg,SGD,http://www.expansys.com.sg/innerexile-minidp-to-hdmi-adapter-4k-arc-black-266449/,11:15:16.050000,innerexile MiniDP to HDMI adapter (4K) ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:266717,ean:5055887314349,"SG$28,.26",http://i2.expansys.com/img/b/266717/innerexile-pyramid-kraft-paper-sleeve-for-apple-ipad-mini.jpg,SGD,http://www.expansys.com.sg/innerexile-pyramid-kraft-paper-sleeve-for-apple-ipad-mini-graphite-266717/,11:15:16.119000,innerexile Pyramid kraft paper sleeve for Apple iPad mini ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:265734,ean:811625023417,"SG$106,.99",http://i1.expansys.com/img/b/265734/gumdrop-hideaway-case-for-samsung-galaxy-tab-s-10-5.jpg,SGD,http://www.expansys.com.sg/gumdrop-hideaway-case-for-samsung-galaxy-tab-s-10-5-black-265734/,11:15:16.150000,Gumdrop Hideaway Case for Samsung Galaxy Tab S 10.5 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:265650,ean:5055887308713,"SG$13,.99",http://i1.expansys.com/img/b/265650/at-screen-guard-for-apple-iphone-6.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-apple-iphone-6-anti-fingerprint-crystal-clear-265650/,11:15:16.188000,AT Screen Guard for Apple iPhone 6s/6 ,,
"Home,Mobile Phones,Phone Accessories,Power – Batteries",sku:261776,ean:8806086297059,"SG$86,.99",http://i2.expansys.com/img/b/261776/samsung-external-battery-pack.jpg,SGD,http://www.expansys.com.sg/samsung-external-battery-pack-black-6000mah-2a-261776/,11:15:16.235000,Samsung External Battery Pack ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Docks & Stands",sku:257621,ean:7311271450122,"SG$76,.99",http://i1.expansys.com/img/b/257621/sony-magnetic-charging-dock-dk39-for-xperia-z2-tablet.jpg,SGD,http://www.expansys.com.sg/sony-magnetic-charging-dock-dk39-for-xperia-z2-tablet-black-eu-257621/,11:15:16.289000,Sony Magnetic Charging dock DK39 for Xperia Z2 Tablet ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:258636,ean:8806086053051,"SG$5,.49",http://i2.expansys.com/img/b/258636/samsung-book-cover-for-samsung-galaxy-tabpro-84.jpg,SGD,http://www.expansys.com.sg/samsung-book-cover-for-samsung-galaxy-tabpro-84-white-258636/,11:15:16.335000,Samsung Book Cover for Samsung Galaxy TabPRO 8.4 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:252403,ean:5055887311249,"SG$4,.56",http://i1.expansys.com/img/b/252403/at-screen-guard-for-google-nexus-7-ii.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-google-nexus-7-ii-anti-fingerprint-crystal-clear-252403/,11:15:16.372000,AT Screen Guard for Google Nexus 7 (2013) ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:230482,ean:7394090712442,"SG$48,.90",http://i1.expansys.com/img/b/230482/krusell-colorcover-for-apple-ipad-3.jpg,SGD,http://www.expansys.com.sg/krusell-colorcover-for-apple-ipad-3-black-metallic-230482/,11:15:16.567000,Krusell GrännaCover for Apple iPad 2 and 3 New iPad ,,
"Home,Tablet PCs & iPads,Tablet Accessories",sku:242408,ean:0758497028709,"SG$459,.99",http://i2.expansys.com/img/b/242408/socket-bluetooth-chs-7ci-v3.jpg,SGD,http://www.expansys.com.sg/socket-bluetooth-chs-7ci-v3-ios-certified-1d-bt-v2-1-hid-spp-vibrate-242408/,11:15:16.589000,Socket BLUETOOTH CHS 7CI V3 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:253642,ean:0660543024163,"SG$8,.77",http://i1.expansys.com/img/b/253642/otterbox-defender-case-for-samsung-galaxy-tab-3-7-0.jpg,SGD,http://www.expansys.com.sg/otterbox-defender-case-for-samsung-galaxy-tab-3-7-0-black-253642/,11:15:16.652000,OtterBox Defender Case for Samsung Galaxy Tab 3 7.0 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:248836,ean:8806085619630,"SG$75,.99",http://i2.expansys.com/img/b/248836/samsung-book-cover-for-samsung-galaxy-tab-3-10-1.jpg,SGD,http://www.expansys.com.sg/samsung-book-cover-for-samsung-galaxy-tab-3-10-1-brown-248836/,11:15:16.674000,Samsung Book Cover for Samsung Galaxy Tab 3 10.1 ,,
"Home,Mobile Phones,Phone Accessories,Power – AC Adaptors",sku:280203,ean:7311271507123,"SG$38,.99",http://i1.expansys.com/img/b/280203/sony-quick-charger-uch10.jpg,SGD,http://www.expansys.com.sg/sony-quick-charger-uch10-white-280203/,11:15:16.721000,Sony Quick Charger UCH10 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers",sku:242175,ean:5055887315445,"SG$11,.31",http://i2.expansys.com/img/b/242175/hoomia-magic-pencil-headset.jpg,SGD,http://www.expansys.com.sg/hoomia-magic-pencil-headset-green-smartphones-tablets-242175/,11:15:16.752000,hoomia Magic Pencil Headset ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Keyboards",sku:275344,,"SG$239,.99",http://i1.expansys.com/img/b/275344/sony-bluetooth-keyboard-bkb50-for-sony-xperia-z4-tablet.jpg,SGD,http://www.expansys.com.sg/sony-bluetooth-keyboard-bkb50-for-sony-xperia-z4-tablet-black-qwerty-275344/,11:15:16.790000,Sony Bluetooth Keyboard BKB50 for Sony Xperia Z4 Tablet ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers",sku:285090,ean:4895146012545,"SG$127,.99",http://i1.expansys.com/img/b/285090/i-tech-powerbrick-portable-wireless-speaker-w-qi-charging.jpg,SGD,http://www.expansys.com.sg/i-tech-powerbrick-portable-wireless-speaker-w-qi-charging-brown-285090/,11:15:16.852000,i.Tech PowerBrick Portable Wireless Speaker w/Qi Charging ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:257368,ean:5055147599868,"SG$1,.99",http://i2.expansys.com/img/b/257368/at-screen-guard-for-nokia-525.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-nokia-525-anti-fingerprint-crystal-clear-257368/,11:15:17.053000,AT Screen Guard for Nokia Lumia 525 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Docks & Stands",sku:254169,ean:5055147597208,"SG$11,.99",http://i2.expansys.com/img/b/254169/mobio-grip-universal-handle-and-stand.jpg,SGD,http://www.expansys.com.sg/mobio-grip-universal-handle-and-stand-chrome-black-254169/,11:15:17.122000,mobio Grip - Universal Handle and Stand ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:255963,ean:5055147599660,"SG$1,.99",http://i1.expansys.com/img/b/255963/at-screen-guard-for-ipad-mini-retina-ipad-mini.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-ipad-mini-retina-ipad-mini-crystal-clear-255963/,11:15:17.175000,AT Screen Guard for iPad mini/mini 2/mini 3 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:255735,,"SG$1,.99",http://i2.expansys.com/img/b/255735/at-screen-guard-for-ipad-air.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-ipad-air-crystal-clear-255735/,11:15:17.222000,AT Screen Guard for iPad Air/Air 2 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:252871,ean:0815741018708,"SG$58,.99",http://i1.expansys.com/img/b/252871/gumdrop-drop-tech-series-samsung-galaxy-tab-3-10-1-case.jpg,SGD,http://www.expansys.com.sg/gumdrop-drop-tech-series-samsung-galaxy-tab-3-10-1-case-black-black-252871/,11:15:17.291000,Gumdrop Drop Tech Series Samsung Galaxy Tab 3 10.1  Case ,,
"Home,Tablet PCs & iPads,Tablet Accessories",sku:252679,ean:0827204109007,"SG$190,.99",http://i2.expansys.com/img/b/252679/dual-skypro-gps-receiver-for-ipad-android-tablets.jpg,SGD,http://www.expansys.com.sg/dual-skypro-gps-receiver-for-ipad-android-tablets-black-red-xgps-160-252679/,11:15:17.338000,Dual SkyPro GPS Receiver for iPad/Android Tablets ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:251400,,"SG$1,.82",http://i1.expansys.com/img/b/251400/at-screen-guard-for-asus-fonepad.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-asus-fonepad-crystal-clear-251400/,11:15:17.391000,AT Screen Guard  for ASUS FonePad ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Screen Protectors",sku:251391,,"SG$1,.82",http://i1.expansys.com/img/b/251391/at-screen-guard-for-samsung-galaxy-tab-3.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-tab-3-crystal-clear-251391/,11:15:17.554000,AT Screen Guard for Samsung Galaxy Tab 3 7.0 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Docks & Stands",sku:218929,,"SG$50,.99",http://i2.expansys.com/img/b/218929/expansys-usb-cradle-for-blackberry-playbook.jpg,SGD,http://www.expansys.com.sg/expansys-usb-cradle-for-blackberry-playbook-218929/,11:15:17.622000,EXPANSYS USB Cradle for BlackBerry PlayBook,,
"Home,Mobile Phones,Phone Accessories,Power – AC Adaptors",sku:278535,ean:0836528002482,"SG$31,.99",http://i2.expansys.com/img/b/278535/oneadaptr-twist-world-adaptor-12w-usb.jpg,SGD,http://www.expansys.com.sg/oneadaptr-twist-world-adaptor-12w-usb-12w-2-4a-usb-output-278535/,11:15:17.675000,oneadaptr Twist World Adaptor & 12W USB ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:276865,ean:0799439437623,"SG$53,.99",http://i2.expansys.com/img/b/276865/roxfit-book-case-for-sony-xperia-z4-tablet.jpg,SGD,http://www.expansys.com.sg/roxfit-book-case-for-sony-xperia-z4-tablet-black-orange-276865/,11:15:17.707000,Roxfit Book Case for Xperia Z4 Tablet ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Docks & Stands",sku:207073,,"SG$3,.99",http://i1.expansys.com/img/b/207073/expansys-usb-cradle-for-samsung-galaxy-tab.jpg,SGD,http://www.expansys.com.sg/expansys-usb-cradle-for-samsung-galaxy-tab-207073/,11:15:17.772000,EXPANSYS USB Cradle for Samsung Galaxy Tab ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:276866,ean:0799439437630,"SG$53,.99",http://i2.expansys.com/img/b/276866/roxfit-book-case-for-sony-xperia-z4-tablet.jpg,SGD,http://www.expansys.com.sg/roxfit-book-case-for-sony-xperia-z4-tablet-black-grey-276866/,11:15:17.792000,Roxfit Book Case for Xperia Z4 Tablet ,,
"Home,Mobile Phones,Phone Accessories,Power – AC Adaptors",sku:274433,ean:4894222038509,"SG$53,.99",http://i1.expansys.com/img/b/274433/momax-u-bull-5-port-usb-charger-um5s.jpg,SGD,http://www.expansys.com.sg/momax-u-bull-5-port-usb-charger-um5s-green-274433/,11:15:17.854000,Momax U.BULL 5-Port USB Charger UM5S ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:278494,ean:0811625027125,"SG$88,.99",http://i1.expansys.com/img/b/278494/gumdrop-drop-tech-case-for-lenovo-yoga-tablet-28.jpg,SGD,http://www.expansys.com.sg/gumdrop-drop-tech-case-for-lenovo-yoga-tablet-28-black-278494/,11:15:17.992000,"Gumdrop Drop Tech Case for Lenovo Yoga Tablet 2 8"" ",,
Home,sku:272974,ean:4906933608305,"SG$18,.99",http://i1.expansys.com/img/b/272974/tdk-th-pmec300rd-clef-p2-mega-bass-in-ear-headphone.jpg,SGD,http://www.expansys.com.sg/tdk-th-pmec300rd-clef-p2-mega-bass-in-ear-headphone-red-272974/,11:15:18.054000,TDK Clef-P2 MEGA BASS Tuning In-Ear Headphone ,,
Home,sku:263122,ean:020356621575,"SG$43,.99",http://i1.expansys.com/img/b/263122/tdk-st460s-on-ear-headphones-w-mic-track-control.jpg,SGD,http://www.expansys.com.sg/tdk-st460s-on-ear-headphones-w-mic-track-control-white-263122/,11:15:18.092000,TDK ST460s On-Ear Headphones w/Mic & Track Control ,,
Home,sku:270592,ean:3520410026287,"SG$565,.04",http://i1.expansys.com/img/b/270592/parrot-zik-20-wireless-headphones.jpg,SGD,http://www.expansys.com.sg/parrot-zik-20-wireless-headphones-yellow-270592/,11:15:18.139000,Parrot Zik 2.0 Wireless Headphones ,,
Home,sku:263121,ean:020356621568,"SG$43,.99",http://i1.expansys.com/img/b/263121/tdk-st460s-on-ear-headphones-w-mic-track-control.jpg,SGD,http://www.expansys.com.sg/tdk-st460s-on-ear-headphones-w-mic-track-control-black-263121/,11:15:18.192000,TDK ST460s On-Ear Headphones w/Mic & Track Control ,,
Home,sku:262475,ean:4951035053430,"SG$145,.68",http://i2.expansys.com/img/b/262475/denon-ah-c120ma-music-maniac-in-ear-headphones.jpg,SGD,http://www.expansys.com.sg/denon-ah-c120ma-music-maniac-in-ear-headphones-black-262475/,11:15:18.255000,Denon AH-C120MA Music Maniac In-Ear Headphones ,,
Home,sku:260041,ean:5707055035876,"SG$117,.99",http://i1.expansys.com/img/b/260041/jabra-rox-wireless.jpg,SGD,http://www.expansys.com.sg/jabra-rox-wireless-black-260041/,11:15:18.277000,Jabra ROX Wireless ,,
"Home,Mobile Phones,SIM Free Phones,Android,Marshmallow 6.0",sku:284565,ean:8806084999467,"SG$684,.99",http://i2.expansys.com/img/b/284565/google-nexus-5x.jpg,SGD,http://www.expansys.com.sg/google-nexus-5x-unlocked-32gb-quartz-white-284565/,11:15:18.355000,Google Nexus 5X LG-H798 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Car Kits",sku:266451,ean:4710474911479,"SG$49,.99",http://i1.expansys.com/img/b/266451/innerexile-capsule-42a-dual-ports-car-charger.jpg,SGD,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-black-266451/,11:15:18.725000,innerexile Capsule 4.2 A Dual ports car charger ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:265737,ean:811625022427,"SG$106,.99",http://i2.expansys.com/img/b/265737/gumdrop-hideaway-case-for-dell-venue-11-pro-atom.jpg,SGD,http://www.expansys.com.sg/gumdrop-hideaway-case-for-dell-venue-11-pro-atom-black-265737/,11:15:18.776000,"Gumdrop Hideaway Case for Dell Venue 11"" Pro Atom ",,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:264157,ean:4895158693930,"SG$5,.91",http://i2.expansys.com/img/b/264157/melkco-pu-leather-case-for-lg-g-pad-83.jpg,SGD,http://www.expansys.com.sg/melkco-pu-leather-case-for-lg-g-pad-83-black-264157/,11:15:18.841000,"melkco PU Leather Case for LG G Pad 8.3"" ",,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:257461,,"SG$1,.99",http://i1.expansys.com/img/b/257461/at-screen-guard-for-htc-one-max.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-htc-one-max-oleophobic-screen-protector-257461/,11:15:18.877000,AT Ultra Oleophobic Screen Protector ,,
"Home,Tablet PCs & iPads,Tablet Accessories",sku:282124,ean:8886450705090,"SG$72,.99",http://i1.expansys.com/img/b/282124/strontium-nitro-plus-microsdxc-card-w-adaptor-card-reader.jpg,SGD,http://www.expansys.com.sg/strontium-nitro-plus-microsdxc-card-w-adaptor-card-reader-64gb-class-10-u3-r95w85mb-s-282124/,11:15:18.894000,Strontium NITRO PLUS MicroSDXC Card 3-in-1 ,,
"Home,Mobile Phones,Dual SIM Phones",sku:270609,ean:5055887316961,"SG$464,.99",http://i2.expansys.com/img/b/270609/samsung-galaxy-a5.jpg,SGD,http://www.expansys.com.sg/samsung-galaxy-a5-unlocked-lte-16gb-gold-270609/,11:15:18.957000,Samsung GALAXY A5 Dual SIM SM-A5000 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers",sku:278152,ean:6438158716537,"SG$44,.99",http://i1.expansys.com/img/b/278152/nokia-hoop-by-coloud-headset.jpg,SGD,http://www.expansys.com.sg/nokia-hoop-by-coloud-headset-bright-green-wh-610-278152/,11:15:19.094000,Nokia Hoop by Coloud Headset ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:267466,ean:5055887309918,"SG$3,.55",http://i2.expansys.com/img/b/267466/at-screen-guard-for-google-nexus-7-2013.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-google-nexus-7-2013-crystal-clear-267466/,11:15:19.241000,AT Screen Guard for Google Nexus 7 (2013) ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Car Kits",sku:266673,ean:4710474911493,"SG$49,.99",http://i1.expansys.com/img/b/266673/innerexile-capsule-42a-dual-ports-car-charger.jpg,SGD,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-red-266673/,11:15:19.279000,innerexile Capsule 4.2 A Dual ports car charger ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:268288,ean:7311271497684,"SG$72,.99",http://i2.expansys.com/img/b/268288/sony-style-cover-stand-scr28-for-xperia-tablet-compact.jpg,SGD,http://www.expansys.com.sg/sony-style-cover-stand-scr28-for-xperia-tablet-compact-black-268288/,11:15:19.326000,Sony Style Cover Stand SCR28 Xperia Z3 Tablet Compact ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:266728,ean:4710474911295,"SG$42,.39",http://i2.expansys.com/img/b/266728/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini.jpg,SGD,http://www.expansys.com.sg/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini-white-266728/,11:15:19.379000,innerexile Zamothrace Z-design Smart Case ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:266461,ean:5055887308980,"SG$11,.99",http://i1.expansys.com/img/b/266461/at-screen-guard-for-apple-iphone-6.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-apple-iphone-6-crystal-clear-266461/,11:15:19.426000,AT Screen Guard for Apple iPhone 6s/6 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:266041,ean:5055887308836,"SG$3,.55",http://i1.expansys.com/img/b/266041/at-screen-guard-for-apple-iphone-6-plus.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-apple-iphone-6-plus-anti-fingerprint-crystal-clear-266041/,11:15:19.480000,AT Screen Guard for Apple iPhone 6s Plus/6 Plus ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Cases",sku:262748,ean:8806086316132,"SG$61,.99",http://i2.expansys.com/img/b/262748/samsung-book-cover-for-samsung-galaxy-tab-s84.jpg,SGD,http://www.expansys.com.sg/samsung-book-cover-for-samsung-galaxy-tab-s84-electric-blue-262748/,11:15:19.526000,Samsung Book Cover for Samsung Galaxy Tab S 8.4 ,,
"Home,Tablet PCs & iPads,Tablet Accessories,Screen Protectors",sku:259822,ean:0670541268599,"SG$1,.82",http://i1.expansys.com/img/b/259822/martin-fields-screen-protector-for-samsung-galaxy-tabpro-10-1.jpg,SGD,http://www.expansys.com.sg/martin-fields-screen-protector-for-samsung-galaxy-tabpro-10-1-single-pack-259822/,11:15:19.558000,Martin Fields Screen Protector for Samsung Galaxy TabPRO 10.1 ,,
"Home,Mobile Phones,Phone Accessories,Screen Protectors & Cleaning",sku:257458,,"SG$1,.99",http://i2.expansys.com/img/b/257458/at-screen-guard-for-galaxy-note-3.jpg,SGD,http://www.expansys.com.sg/at-screen-guard-for-galaxy-note-3-oleophobic-screen-protector-257458/,11:15:19.711000,AT Ultra Oleophobic Screen Protector ,,
"Home,Mobile Phones,SIM Free Phones,Android,Marshmallow 6.0",sku:285893,ean:6901443077106,"SG$914,.99",http://i1.expansys.com/img/b/285893/google-nexus-6p-h1512.jpg,SGD,http://www.expansys.com.sg/google-nexus-6p-h1512-unlocked-64gb-graphite-grey-285893/,11:15:19.758000,Google Nexus 6P H1512 ,,
"Home,Mobile Phones,SIM Free Phones,Android,Marshmallow 6.0",sku:284566,ean:8806084999450,"SG$684,.99",http://i2.expansys.com/img/b/284566/google-nexus-5x.jpg,SGD,http://www.expansys.com.sg/google-nexus-5x-unlocked-32gb-ice-blue-284566/,11:15:19.795000,Google Nexus 5X LG-H798 ,,
